sample,model,response_time,transcription,accuracy
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,gladia,1.47,"Plaque WX9Y7ZQ-VIN 1HGB X comme Xylophone, JGLM Y comme Yacht, NTR0",0
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,google-latest_long,3.60,plaque W X9 Y7 ZQ vin un hgb X comme xylophone JGL y comme yacht NT R0,0
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,groq-whisper-large-v3,0.50, Plaque WX9Y7ZQ-VIN-1HGB-X comme Xylophone-JGLM-Y comme Yacht-NTR0,0
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,groq-whisper-large-v3-turbo,0.37, Plaque W X 9 Y 7 Z Q VIN 1 H GB X comme xylophone JGLM Y comme IOT NTR0,0
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,elevenlabs,0.92,"Plaque W-X-9-Y-7-Z-Q-VIN, 1HGB. X comme xylophone, J-G-L-M. Y comme yacht. N-T-R-zéro.",0
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,fal,1.21,"Plaque WX9Y7ZQ, VIN, un HGB, X comme xylophone, JGLM, Y comme yacht, NTR0.",0
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,speechmatics,0.00,,0
d27767d9-469f-4f75-892f-87f1c2393cf9_raw.wav,openai-gpt-4o-transcribe,2.16,"Plaque WX9Y7ZQ, VIN 1HGB, X comme xylophone, JGLM, Y comme yacht, NTR0.",0
,,,,
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,latice,0.47,"Ma plaque est Z, Y, sept, huit, W, X et mon nom est B, R, U, N, O, puis pour le vin, X, Y, Z, trois, quatre, A, B comme Benoît.",0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,deepgram-nova-3,0.94,"Maintenant que z, y sept huit, w x est mon nom et b r u n o. Puis pour le x y z trois quatre a b comme Benoît.",0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,gladia,1.35,"Maintenant qu'est ZY78WX et mon nom est BRUNO, puis pour le vin XYZ34AB comme Benoît.",0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,google-latest_long,2.81,Maintenant que d'aide y78 WX et mon nom épée air u and OH puis pour le vin XYZ point 4 ah ben comme moi.,0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,groq-whisper-large-v3,0.45," Ma plaque est ZY78WX et mon nom est BRUNO. Puis pour le vin, XYZ34AB comme Benoît.",0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,groq-whisper-large-v3-turbo,0.34," Ma plaque est ZY78, WX et mon nom est BRUNO, puis pour le vin, XYZ3, 4, A, B, comme Benoît.",0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,elevenlabs,1.06,"Ma plaque est Z, Y, sept, huit, W, X et mon nom est B, R, U, N, O. Puis pour le VIN : X, Y, Z, trois, quatre, A, B comme Benoît.",0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,fal,1.28,"Ma plaque est ZY78WX et mon nom est BRUNO. Puis pour le vin, XYZ34AB comme Benoît.",0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,speechmatics,0.00,,0
d6cb77aa-fc4c-492c-9937-1017f1270d30_aug.wav,openai-gpt-4o-transcribe,1.77,Ma plaque est XYZ-78 WX et mon nom est B-R-U-N-O puis pour le VIN XYZ-34AB comme Benoît.,0
,,,,
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,latice,0.24,Harley Davidson,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,deepgram-nova-3,0.86,Parlee Davidson.,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,gladia,0.75,Harley Davidson,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,google-latest_long,0.49,,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,groq-whisper-large-v3,0.28, Harley Davidson,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,groq-whisper-large-v3-turbo,0.20, Harley Davidson.,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,elevenlabs,0.48,Harley Davidson.,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,fal,0.77,Harley Davidson,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,speechmatics,0.00,,0
39170bfc-65ae-4923-8f1f-6a393dce2df2_raw.wav,openai-gpt-4o-transcribe,0.59,Harley-Davidson,0
,,,,
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,latice,0.23,Renault,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,deepgram-nova-3,0.39,Allô.,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,gladia,0.74,Bonjour.,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,google-latest_long,0.44,,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,groq-whisper-large-v3,0.28, Au revoir.,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,groq-whisper-large-v3-turbo,0.20, Au revoir.,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,elevenlabs,0.43,Bonjour.,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,fal,0.37,Au revoir.,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,speechmatics,0.00,,0
42fbebcd-a35f-41b6-9ddd-a3d849737a34_raw.wav,openai-gpt-4o-transcribe,0.51,Bruno,0
,,,,
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,latice,0.26,Nissan Ariya,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,deepgram-nova-3,0.42,Nissan Aria.,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,gladia,0.81,Nissan Ariya,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,google-latest_long,0.49,Nissan Aria,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,groq-whisper-large-v3,0.30, Nissan Ariya,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,groq-whisper-large-v3-turbo,0.20, Nissan Ariya.,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,elevenlabs,0.46,"Nissan, Aria.",0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,fal,0.38,Nissan Ariya,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,speechmatics,0.00,,0
43c2c450-41f5-4030-a3d6-170d7f829a96_raw.wav,openai-gpt-4o-transcribe,0.47,Nissan Ariya,0
,,,,
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,latice,0.24,Révision complète,0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,deepgram-nova-3,0.40,,0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,gladia,0.90,,0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,google-latest_long,0.37,,0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,groq-whisper-large-v3,0.28," Oui, je l'ai.",0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,groq-whisper-large-v3-turbo,0.25, Merci d'avoir regardé cette vidéo !,0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,elevenlabs,0.51,De l'île aux.,0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,fal,0.40,"- Oui, j'en ai.",0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,speechmatics,0.00,,0
e57a23b1-c7bb-4267-9cb1-db98d32440fe_aug.wav,openai-gpt-4o-transcribe,0.62,Elle est jolie.,0
,,,,
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,latice,0.23,Tarif révision,0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,deepgram-nova-3,0.26,Tariche révision.,0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,gladia,0.78,Tarif révision.,0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,google-latest_long,0.48,tarif Ray,0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,groq-whisper-large-v3,0.30," Tarif, révision.",0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,groq-whisper-large-v3-turbo,0.32," Tarif, révision.",0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,elevenlabs,0.45,Tarif révision.,0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,fal,0.40,"Tarif, révision ?",0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,speechmatics,0.00,,0
e96ca27c-b613-47f4-b7f5-3cf798fe264f_raw.wav,openai-gpt-4o-transcribe,1.28,T'arrives révision.,0
,,,,
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,latice,0.26,Révision hybride,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,deepgram-nova-3,0.30,Révision hybride.,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,gladia,0.81,Révision hybride.,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,google-latest_long,0.80,révision hybride,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,groq-whisper-large-v3,0.35, Révision hybride.,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,groq-whisper-large-v3-turbo,0.20, révision hybride,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,elevenlabs,0.46,Révision hybride.,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,fal,0.43,Révision hybride.,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,speechmatics,0.00,,0
d4a9cb47-52ce-459e-8f77-2d55b5498a11_raw.wav,openai-gpt-4o-transcribe,0.50,Révision hybride,0
,,,,
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,latice,0.35,"Bonjour, c'est Samira Bouzid, vous avez un créneau pour venir changer mes pneus ?",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,deepgram-nova-3,0.37,"Bonjour, c'est Samira Bouzid. Vous avez un créneau pour venir changer mes pneus",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,gladia,1.07,"Bonjour, c'est Samira Bouzid, vous avez un créneau pour venir changer mes pneus ?",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,google-latest_long,1.49,"Bonjour. C'est Samira Bouzid, vous avez un créneau pour venir changer mes pneus.",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,groq-whisper-large-v3,0.53," Bonjour, c'est Samira Bouzid, vous avez un créneau pour venir changer mes pneus ?",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,groq-whisper-large-v3-turbo,0.29," Bonjour, c'est Samira Bouzid, vous avez un créneau pour venir changer mes pneus ?",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,elevenlabs,0.70,"Bonjour, c'est Samira Bouzid. Vous avez un créneau pour venir changer mes pneus ?",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,fal,0.97,"Bonjour, c'est Samira Bouzid, vous avez un créneau pour venir changer mes pneus ?",0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,speechmatics,0.00,,0
ba8e713d-6441-4dba-890c-6f7e9f91e0c6_raw.wav,openai-gpt-4o-transcribe,0.87,"Bonjour, c'est Samira Bouzid, vous avez un créneau pour venir changer mes pneus?",0
,,,,
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,latice,0.25,Reprise turbo,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,deepgram-nova-3,1.00,Reprise turbo.,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,gladia,0.90,Reprise turbo,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,google-latest_long,0.48,reprise turbo,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,groq-whisper-large-v3,0.31, Reprise turbo.,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,groq-whisper-large-v3-turbo,0.31, Reprise turbo.,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,elevenlabs,0.45,Reprise turbo.,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,fal,0.46,Reprise turbo.,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,speechmatics,0.00,,0
39452c9f-54a2-46d7-bec6-083b85e03794_raw.wav,openai-gpt-4o-transcribe,0.48,Reprise turbo.,0
,,,,
2e876159-96ce-41bf-815d-be2388873838_aug.wav,latice,0.23,Peugeot rapide,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,deepgram-nova-3,0.53,,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,gladia,7.33,,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,google-latest_long,0.34,,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,groq-whisper-large-v3,0.20, Au revoir.,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,groq-whisper-large-v3-turbo,0.25, Merci.,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,elevenlabs,0.42,Ouais.,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,fal,0.93,Au revoir.,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,speechmatics,0.00,,0
2e876159-96ce-41bf-815d-be2388873838_aug.wav,openai-gpt-4o-transcribe,0.40,plusieurs,0
,,,,
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,latice,0.30,"C'est Yannick Nzamba, j'avais laissé un message hier concernant une réparation.",0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,deepgram-nova-3,1.29,"C'est Yannick Nzamba, j'avais laissé un message hier concernant une réparation.",0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,gladia,1.12,C'est Yannick Nzamba j'avais laissé un message hier concernant une réparation.,0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,google-latest_long,1.39,"C'est Yannick Nzamba, j'avais laissé un message hier concernant une réparation.",0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,groq-whisper-large-v3,0.47, C'est Yannick Nzamba j'avais laissé un message hier concernant une réparation.,0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,groq-whisper-large-v3-turbo,0.33," C'est Yannick Nzamba, j'avais laissé un message hier concernant une réparation.",0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,elevenlabs,0.62,C'est Yannick Nzamba. J'avais laissé un message hier concernant une réparation.,0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,fal,0.98,"C'est Yannick Nzamba, j'avais laissé un message hier concernant une réparation.",0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,speechmatics,0.00,,0
b05d3ff9-d42a-4e1e-83c8-0d2a12a1b068_raw.wav,openai-gpt-4o-transcribe,1.06,"C'est Yannick Nzamba, j'avais laissé un message hier concernant une réparation.",0
,,,,
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,latice,0.35,"G, C, P, C, L, V, A, C, E, T, 1, W.",0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,deepgram-nova-3,0.69,,0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,gladia,1.18,G-T-T-T-L-V-A-T-E. Somme A-W.,0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,google-latest_long,1.38,,0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,groq-whisper-large-v3,0.39, G-T-T-T-L-V-A-T-E Somme A-W-X,0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,groq-whisper-large-v3-turbo,0.31, G-D-V-C-L-V-A-T-E Somme 1 W,0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,elevenlabs,0.56,G.T.T.T.L.Z.A.T.E. COM 1 W,0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,fal,1.13,"G-T-T-T-L-V-A-T-E. Tom, A-W-X.",0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,speechmatics,0.00,,0
f9c10a0b-40c6-473e-95b7-94939cc6bdd7_aug.wav,openai-gpt-4o-transcribe,0.74,L. V. A. C. V.,0
,,,,
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,latice,0.29,"Je m'appelle Clémentine Martin, et j'aimerais un devis pour la carrosserie.",0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,deepgram-nova-3,0.53,"Je m'appelle Clémentine Martin, et j'aimerais un devis pour la carrosserie.",0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,gladia,1.00,Je m'appelle Clémentine Martin et j'aimerais un devis pour la carrosserie.,0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,google-latest_long,1.46,Je m'appelle Clémentine Martin et j'aimerais un devis pour la carrosserie.,0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,groq-whisper-large-v3,0.77, Je m'appelle Clémentine Martin et j'aimerais un devis pour la carrosserie.,0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,groq-whisper-large-v3-turbo,0.32, Je m'appelle Clémentine Martin et j'aimerais un devis pour la carrosserie.,0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,elevenlabs,0.60,Je m'appelle Clémentine Martin et j'aimerais un devis pour la carrosserie.,0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,fal,0.99,"Je m'appelle Clémentine Martin, et j'aimerais un devis pour la carrosserie.",0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,speechmatics,0.00,,0
377535b5-2e63-4527-954a-4c39dc9b251a_raw.wav,openai-gpt-4o-transcribe,0.72,Je m'appelle Clémentine Martin et j'aimerais un devis pour la carrosserie.,0
,,,,
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,latice,0.27,E N E L L I,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,deepgram-nova-3,1.02,E n e l l I.,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,gladia,1.15,E-N-E-L-L-I,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,google-latest_long,1.20,,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,groq-whisper-large-v3,0.30, E-N-E-L-L-I,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,groq-whisper-large-v3-turbo,0.22, Ê-N-Ê-L-L-I,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,elevenlabs,0.50,E-n-e-l-l-i.,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,fal,0.92,E-N-E-L-L-I,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,speechmatics,0.00,,0
bc16882f-b206-4f70-876e-62b2f6f965d6_raw.wav,openai-gpt-4o-transcribe,1.53,e-n-e-l-l-i,0
,,,,
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,latice,0.23,Pontiac,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,deepgram-nova-3,0.69,Ton chèque.,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,gladia,0.86,concept,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,google-latest_long,0.41,Ponti,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,groq-whisper-large-v3,0.37, Bonne chèque.,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,groq-whisper-large-v3-turbo,0.19, Bonne check.,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,elevenlabs,0.44,On checke.,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,fal,0.42,Bonne chance.,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,speechmatics,0.00,,0
2bc83f95-1809-420d-aaa1-d5357399cfcb_raw.wav,openai-gpt-4o-transcribe,1.22,Tantchak.,0
,,,,
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,latice,0.22,AMAZ,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,deepgram-nova-3,0.25,Mal.,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,gladia,0.55,,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,google-latest_long,0.36,,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,groq-whisper-large-v3,0.27, Amen.,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,groq-whisper-large-v3-turbo,0.18, Amen.,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,elevenlabs,0.45,"Ouais, ouais.",0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,fal,0.48,Amen.,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,speechmatics,0.00,,0
1f989cf7-5ec0-4d58-95ac-d1fed9d7e856_raw.wav,openai-gpt-4o-transcribe,0.49,femelle,0
,,,,
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,latice,0.29,"Oui, c'est Chantal Deschamps, je vous laisse mon numéro, 06 12 34 56 78.",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,deepgram-nova-3,0.78,"Oui, c'est Chantal Deschamps. Je vous laisse mon numéro. Zéro six douze trente quatre cinquante six soixante dix huit.",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,gladia,1.22,"Oui, c'est Chantal Deschamps. Je vous laisse mon numéro. 0 6 12 34 56 78",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,google-latest_long,2.32,"Oui, c'est Chantal Deschamps. Je vous laisse mon numéro 06 12 34 56 78.",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,groq-whisper-large-v3,0.38," Oui, c'est Chantal Deschamps. Je vous laisse mon numéro. 0 6 12 34 56 78",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,groq-whisper-large-v3-turbo,0.31," Oui, c'est Chantal Deschamps. Je vous laisse mon numéro. 0 6 12 34 56 78.",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,elevenlabs,0.78,"Oui, c'est Chantal Deschamps. Je vous laisse mon numéro zéro six douze trente-quatre cinquante-six soixante-dix-huit.",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,fal,1.29,"Oui, c'est Chantal Deschamps. Je vous laisse mon numéro. 0 6 12 34 56 78",0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,speechmatics,0.00,,0
887440a4-554b-4978-bc4d-062608818bf6_raw.wav,openai-gpt-4o-transcribe,1.11,"Oui, c'est Chantal Deschamps, je vous laisse mon numéro : 06 12 34 56 78.",0
,,,,
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,latice,0.35,Est-ce que vous avez l'allume cigare compatible avec mon modèle de cabriolet ?,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,deepgram-nova-3,0.96,Est-ce que vous avez la lime cigarette compatible avec mon modèle de cabriolet,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,gladia,1.10,Est-ce que vous avez la lune cigare compatible avec mon modèle de cabriolet ?,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,google-latest_long,1.41,est-ce que vous avez la ligne cigare compatible avec mon modèle de cabriol,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,groq-whisper-large-v3,0.33, Est-ce que vous avez la lune cigare compatible avec mon modèle de cabriolet ?,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,groq-whisper-large-v3-turbo,0.33, Est-ce que vous avez la Lumcigar compatible avec mon modèle de cabriolet ?,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,elevenlabs,0.53,Est-ce que vous avez la ligne cigarette compatible avec mon modèle de cabriolet ?,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,fal,1.05,Est-ce que vous avez la lune cigare compatible avec mon modèle de cabriolet ?,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,speechmatics,0.00,,0
91d6e573-2674-4248-9a2d-9abe19268bac_raw.wav,openai-gpt-4o-transcribe,1.39,Est-ce que vous avez l'allume-cigare compatible avec mon modèle de cabriolet?,0
,,,,
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,latice,0.32,"Amadou Koulibaly, j'ai besoin de déplacer mon rendez-vous.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,deepgram-nova-3,1.03,"À la ligne d'Idagi, j'ai besoin de déplacer mon robinet.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,gladia,0.93,"Amadou Goulibaly, j'ai besoin de déplacer mon revenu.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,google-latest_long,3.46,"Amadou Coulibaly, j'ai besoin de déplacer mon rendez-vous.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,groq-whisper-large-v3,0.35," Amadou Moulaghi, j'ai besoin de déplacer mon revenu.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,groq-whisper-large-v3-turbo,0.32," à la double d'Ali, j'ai besoin de déplacer mon remis.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,elevenlabs,0.58,"Amadou Coulibaly, j'ai besoin de déplacer mon rendez-vous.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,fal,0.95,"Amadou Moulaghi, j'ai besoin de déplacer mon revenu.",0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,speechmatics,0.00,,0
4df8e4cc-a893-46a7-80b7-98dab7b2a938_aug.wav,openai-gpt-4o-transcribe,0.58,"Aladoumbilali, j'ai besoin de déplacer mon robinet.",0
,,,,
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,latice,0.23,Révision Peugeot,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,deepgram-nova-3,0.53,Révision bonjour.,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,gladia,0.86,"Révision, bonjour.",0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,google-latest_long,0.54,prévision Peugeot,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,groq-whisper-large-v3,0.48, Révisions toujours.,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,groq-whisper-large-v3-turbo,0.29, Réveillez-vous au peu jour.,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,elevenlabs,0.41,Révision Peugeot.,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,fal,0.39,Révisions toujours.,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,speechmatics,0.00,,0
d348088a-5b53-4940-bffb-8f615aa43bde_raw.wav,openai-gpt-4o-transcribe,0.45,Bonjour.,0
,,,,
be0014a2-67de-48d3-b19b-e2779e3e28a6_raw.wav,latice,0.37,Je voulais juste m'assurer que la boîte à gants a assez d'espace pour mes documents importants.,0
be0014a2-67de-48d3-b19b-e2779e3e28a6_raw.wav,deepgram-nova-3,0.47,Je voulais juste m'assurer que la boîte à gants a assez d'espace pour mes documents importants.,0
